requirement_id,chapter_id,feature,detailed_behavior,classification,priority,evidence_paths,open_question_ids,route_id,react_route,react_files,component_ids,action_ids,parity_status,functional_status,persistence_status,permissions_status,performance_status,unit_test_ids,playwright_test_ids,selenium_test_ids,visual_test_ids,blocker_type,blocker_ids,blocker_reason,last_verified_sha,functional_fingerprint,notes
"CH07-F08","CH07","Cotización guardada pero no activada","El narrador distingue una cotización guardada de una activada; la fila sigue Pendiente y No Enviado.","VERBAL","P2","references/video-audit/chapters/CH07_preautorizacion_seguro_y_reclamo/event_frames/CH07-E0007_00h14m33s000ms_abrupt_change.jpg","CH07-Q002","ROUTE-INSURANCE","/insurance","apps/web/src/app/(workspace)/insurance/page.tsx|apps/web/src/components/providers.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH07-Q003","Clasificación conservadora inicial; debe cerrarse durante la comparación código/pruebas.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Saved-versus-activated semantics are verbal and undefined."
"CH07-F09","CH07","Resultado de una transición de estado","El menú de estados es visible, pero este corte no confirma persistencia, validaciones ni efectos en preautorización/reclamo después de seleccionar una opción.","UNCERTAIN","P2","references/video-audit/chapters/CH07_preautorizacion_seguro_y_reclamo/event_frames/CH07-E0018_00h16m08s200ms_settled.jpg","","ROUTE-INSURANCE","/insurance","apps/web/src/app/(workspace)/insurance/page.tsx|apps/web/src/components/providers.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH07-Q002","Clasificación conservadora inicial; debe cerrarse durante la comparación código/pruebas.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","The state menu outcome is not demonstrated."
"CH08-F01","CH08","Perfil administrativo de ejecución","Detalles de Hospitalización contiene un perfil administrativo asociado a PIC Ejecución, con Guardar y Cancelar.","VISIBLE","P1","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0002_00h16m16s400ms_abrupt_change.jpg","","ROUTE-HOSPITALIZATIONS","/hospitalizations/:id","apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|packages/contracts/src/index.ts|apps/web/src/components/administrative-profile-panel.tsx|apps/web/src/lib/data-provider.ts","","HOSPITALIZATION-ADMIN-PROFILE-OPEN|HOSPITALIZATION-ADMIN-PROFILE-SAVE|HOSPITALIZATION-ADMIN-PROFILE-CANCEL","BLOCKED_INTEGRATION","DEMO_LOCAL_VERIFIED","DEMO_LOCAL_VERIFIED","DEMO_LOCAL_VERIFIED","VERIFIED","vitest:ch08-supabase-profile-ui-block|vitest:ch08-supabase-profile-guard","playwright:ch08-administrative-profile|playwright:ch08-administrative-profile-permissions","SEL-CH08-ADMINISTRATIVE-PROFILE|SEL-CH08-ADMINISTRATIVE-PROFILE-PERMISSIONS","","BLOCKED_INTEGRATION","CH08-SUPABASE-ADMINISTRATIVE-EXECUTION-RPC","La tabla hospitalizations no admite administrativeProfile. La persistencia remota exige la RPC auditada start_administrative_execution con cotización y versión vinculadas, que este formulario no define.","","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","El perfil se verifica sólo en modo mock-local. Supabase muestra el bloqueo accesible y no expone abrir/guardar; el proveedor rechaza cualquier payload antes de un upsert genérico."
"CH08-F02","CH08","Campos administrativos y de aseguradora","El perfil solicita health manager, referido por, tipo Revenue, tipo, fecha, días, forma de pago, aseguradora, tipo de solicitud, categoría, subcategoría, hospital de origen y clasificación del paciente.","VISIBLE","P1","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0010_00h16m25s600ms_DETAIL.jpg","CH08-Q002","ROUTE-HOSPITALIZATIONS","/hospitalizations/:id","apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|packages/contracts/src/index.ts|apps/web/src/components/administrative-profile-panel.tsx|apps/web/src/lib/data-provider.ts","","HOSPITALIZATION-ADMIN-PROFILE-SAVE","BLOCKED_INTEGRATION","DEMO_LOCAL_VERIFIED","DEMO_LOCAL_VERIFIED","DEMO_LOCAL_VERIFIED","VERIFIED","vitest:ch08-supabase-profile-ui-block|vitest:ch08-supabase-profile-guard","playwright:ch08-administrative-profile|playwright:ch08-administrative-profile-permissions","SEL-CH08-ADMINISTRATIVE-PROFILE|SEL-CH08-ADMINISTRATIVE-PROFILE-PERMISSIONS","","BLOCKED_INTEGRATION","CH08-SUPABASE-ADMINISTRATIVE-EXECUTION-RPC|CH08-Q002|CH08-Q007","La integración segura requiere la RPC auditada y valores vinculados que el formulario no puede inventar; también faltan catálogos, obligatoriedad, dependencias y responsabilidad aprobadas.","","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Los campos son demo-locales; no se envían a Supabase sin la RPC auditada y los valores vinculados requeridos. No se inventan catálogos ni reglas."
"CH08-F03","CH08","Guardado del perfil administrativo","Guardar produce una transición de Procesando y devuelve a PIC Ejecución.","VISIBLE","P1","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0021_00h16m46s200ms_stable_change.jpg","","ROUTE-HOSPITALIZATIONS","/hospitalizations/:id","apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx|apps/web/src/components/administrative-profile-panel.tsx|apps/web/src/lib/data-provider.ts","","HOSPITALIZATION-ADMIN-PROFILE-SAVE","BLOCKED_INTEGRATION","DEMO_LOCAL_VERIFIED","DEMO_LOCAL_VERIFIED","DEMO_LOCAL_VERIFIED","VERIFIED","vitest:ch08-supabase-profile-ui-block|vitest:ch08-supabase-profile-guard","playwright:ch08-administrative-profile|playwright:ch08-administrative-profile-permissions","SEL-CH08-ADMINISTRATIVE-PROFILE|SEL-CH08-ADMINISTRATIVE-PROFILE-PERMISSIONS","","BLOCKED_INTEGRATION","CH08-SUPABASE-ADMINISTRATIVE-EXECUTION-RPC","No se debe simular una transición remota: start_administrative_execution requiere la RPC auditada, cotización y versión vinculadas que este formulario no define.","","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se simula una transición remota de Procesando. La confirmación existe sólo en mock-local hasta la integración RPC auditada."
"CH08-F04","CH08","Listado de cuentas por cobrar y exportaciones","Cuentas por cobrar separa Cuentas y Pagos; ofrece búsqueda, paginación y botones Excel con filtros, Reporte y Excel. La tabla incluye inicio, paciente, hospitalización, estado, tipo, gestor y totales.","VISIBLE","P1","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0037_00h17m08s800ms_DETAIL.jpg","CH08-Q009","ROUTE-RECEIVABLES","/receivables","apps/web/src/app/(workspace)/receivables/page.tsx|apps/web/src/components/payments-page.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH08-F05","CH08","Acciones de una cuenta","El menú de la cuenta ofrece Ver Cotizaciones, Estados de cuenta, Ver pagos, Archivar y Registro XPO.","VISIBLE","P1","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0041_00h17m33s600ms_DETAIL.jpg","CH08-Q004|CH08-Q005","ROUTE-RECEIVABLES","/receivables","apps/web/src/app/(workspace)/receivables/page.tsx|apps/web/src/components/payments-page.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH08-F06","CH08","Histórico de estados de cuenta","El histórico separa Estados Particulares y Estados Mixtos y prevé fecha, creador, período, saldo anterior, facturas, pagos y pendiente; la fila consultada no tiene histórico visible.","VISIBLE","P1","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0044_00h17m41s600ms_abrupt_change.jpg","","ROUTE-RECEIVABLES","/receivables","apps/web/src/app/(workspace)/receivables/page.tsx|apps/web/src/components/payments-page.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH08-F07","CH08","Pagos de hospitalización","Ver pagos abre una lista con Añadir pago, fecha, tipo, monto, pagado por y estado. Cada pago ofrece Editar pago, Imprimir y Eliminar pagos.","VISIBLE","P1","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0049_00h17m51s800ms_DETAIL.jpg|references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0056_00h18m06s200ms_DETAIL.jpg","CH08-Q003","ROUTE-RECEIVABLES","/receivables","apps/web/src/app/(workspace)/receivables/page.tsx|apps/web/src/components/payments-page.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH08-F08","CH08","Configuración de estado de cuenta","Reporte permite seleccionar tipo Paciente, persona, código de hospitalización, tipo de paciente y rango de fecha antes de Vista previa.","VISIBLE","P1","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0068_00h19m00s400ms_DETAIL.jpg","","ROUTE-RECEIVABLES","/receivables","apps/web/src/app/(workspace)/receivables/page.tsx|apps/web/src/components/payments-page.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH08-F09","CH08","Vista previa de cuenta del paciente","La vista previa presenta datos del paciente y hospitalización; contiene pestañas Cotizaciones, Pagos y Documentos, casillas de selección, deuda y pagos acumulados.","VISIBLE","P1","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0075_00h19m26s800ms_abrupt_change.jpg|references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0083_00h19m34s200ms_abrupt_change.jpg","","ROUTE-RECEIVABLES","/receivables","apps/web/src/app/(workspace)/receivables/page.tsx|apps/web/src/components/payments-page.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH08-F10","CH08","Resumen de pago","Ver resumen calcula Saldo Anterior, Total Facturas, Total Pagos y Total Pendientes, y ofrece Cerrar, Imprimir y Guardar cambios.","VISIBLE","P1","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0087_00h19m52s000ms_abrupt_change.jpg","","ROUTE-RECEIVABLES","/receivables","apps/web/src/app/(workspace)/receivables/page.tsx|apps/web/src/components/payments-page.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH08-F11","CH08","Interpretación de total pendiente negativo","El ejemplo visible tiene pagos mayores que facturas y muestra Total Pendientes negativo. El capítulo no explica si representa crédito, sobrepago o un error.","UNCERTAIN","P2","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0087_00h19m52s000ms_abrupt_change.jpg","CH08-Q001","ROUTE-RECEIVABLES","/receivables","apps/web/src/app/(workspace)/receivables/page.tsx|apps/web/src/components/payments-page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH08-Q001","El capítulo no define si el pendiente negativo es crédito, anticipo, reasignación, devolución u otra figura aprobada.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH08-F12","CH08","Estado de cuenta automático","La conversación considera que el estado de cuenta podría generarse de forma automática, pero no demuestra programación ni entrega automática.","VERBAL","P2","references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0095_00h20m59s600ms_DETAIL.jpg","CH08-Q010","ROUTE-RECEIVABLES","/receivables","apps/web/src/app/(workspace)/receivables/page.tsx|apps/web/src/components/payments-page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH08-Q010","El diálogo verbal no demuestra evento, programación, canal seguro, consentimiento, destinatario ni reintentos de una automatización.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH09-F01","CH09","Listado de Hospitalización Clínica","La vista ofrece filtros por estado clínico, activador, tipo de servicio y tipo de atención, y una tabla con paciente, DUI/NIT, hospitalización, triage, empresa, clínico, fechas y duración.","VISIBLE","P1","references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/event_frames/CH09-E0009_00h21m12s200ms_abrupt_change.jpg","CH09-Q002|CH09-Q004","ROUTE-CLINICAL-HOSPITALIZATIONS","/clinical/hospitalizations","apps/web/src/app/(workspace)/clinical/hospitalizations/page.tsx","","CLINICAL-HOSPITALIZATION-STATUS-FILTER|CLINICAL-HOSPITALIZATION-ACTIVATOR-FILTER|CLINICAL-HOSPITALIZATION-SERVICE-FILTER|CLINICAL-HOSPITALIZATION-CARE-FILTER|CLINICAL-HOSPITALIZATION-ACTIVES-FILTER|CLINICAL-HOSPITALIZATION-FILTER-APPLY|CLINICAL-HOSPITALIZATION-SEARCH|CLINICAL-HOSPITALIZATION-PATIENT-COLUMN-FILTER|CLINICAL-HOSPITALIZATION-DOCUMENT-COLUMN-FILTER|CLINICAL-HOSPITALIZATION-CASE-COLUMN-FILTER|CLINICAL-HOSPITALIZATION-TRIAGE-COLUMN-FILTER|CLINICAL-HOSPITALIZATION-COMPANY-COLUMN-FILTER|CLINICAL-HOSPITALIZATION-CLINICIAN-COLUMN-FILTER|CLINICAL-HOSPITALIZATION-START-COLUMN-FILTER|CLINICAL-HOSPITALIZATION-END-COLUMN-FILTER|CLINICAL-HOSPITALIZATION-DURATION-COLUMN-FILTER|CLINICAL-HOSPITALIZATION-DETAIL","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch09-clinical-hospitalization-list|playwright:ch09-clinical-hospitalization-permissions|playwright:ch09-clinical-hospitalization-column-filters","SEL-CH09-CLINICAL-HOSPITALIZATION-LIST","","BLOCKED_CLIENT","CH09-Q002|CH09-Q004","La evidencia no define máquina de estados, activación, roles o catálogos de servicio/atención. Los controles se muestran deshabilitados y no aplican reglas locales.","","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Playwright 3/3 verifies the table-header layout, all nine factual column filter matches/non-matches, disabled Aplicar/Activos, DOCTOR detail navigation, and INVENTORY denial. Selenium source mirrors the action-specific assertions; runtime remains pending. Aplicar/Activos remain blocked by CH09-Q002/Q004; pagination remains PARTIAL pending source-defined ordering and page size."
"CH09-F02","CH09","Acciones de una hospitalización clínica","El menú de fila ofrece Ver cotizaciones, Perfil clínico, documento y acciones relacionadas con reingresos, reinfecciones y ulceraciones.","VISIBLE","P1","references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0016_00h21m34s800ms_DETAIL.jpg","CH09-Q006","ROUTE-CLINICAL-HOSPITALIZATIONS","/clinical/hospitalizations","apps/web/src/app/(workspace)/clinical/hospitalizations/page.tsx","","CLINICAL-HOSPITALIZATION-ACTIONS-MENU|CLINICAL-HOSPITALIZATION-QUOTE-VIEW|CLINICAL-HOSPITALIZATION-PROFILE-OPEN|CLINICAL-HOSPITALIZATION-RELIEF-DOCUMENT-OPEN|CLINICAL-HOSPITALIZATION-READMISSION-OPEN|CLINICAL-HOSPITALIZATION-REINFECTION-OPEN|CLINICAL-HOSPITALIZATION-ULCERATION-OPEN|CLINICAL-HOSPITALIZATION-NEAR-MISS-OPEN","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch09-clinical-hospitalization-row-menu","SEL-CH09-CLINICAL-HOSPITALIZATION-LIST","","BLOCKED_CLIENT","CH09-Q006","CH09-Q006 no define la semántica, fuente, permisos ni auditoría de Relevos, Reingresos, Reinfecciones, Ulceraciones o Near miss; tampoco define el modelo/autorización del perfil clínico.","","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","The CH09-E0016 left Acciones column has its matching blank filter cell and green accessible row-menu toggle. Playwright verifies the existing case-scoped quote URL and quote detail, NURSE omission without quotes:read, and Profile, Doc de Relevos, Reingresos, Reinfecciones, Ulceraciones and Near miss as visible disabled items under CH09-Q006. Selenium source mirrors the assertion sequence; runtime remains pending because Python is unavailable."
"CH09-F03","CH09","Versiones de perfiles clínicos por hospitalización","Perfiles Clínicos lista perfiles con fecha de inicio, triage, médico tratante, tipo de servicio, estatus y fecha fin, y permite crear Nuevo perfil clínico.","VISIBLE","P1","references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0019_00h21m43s000ms_DETAIL.jpg","","ROUTE-CLINICAL-HOSPITALIZATIONS","/clinical/hospitalizations","apps/web/src/app/(workspace)/clinical/hospitalizations/page.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
